"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"Fri Nov 10 2023 15:00:00 GMT+0530 (India Standard Time)","43737.25","43761.75","43737.25","43757.50","0.04","0.04","0"
"Fri Nov 10 2023 15:01:00 GMT+0530 (India Standard Time)","43756.60","43773.45","43752.95","43773.45","0.04","0.04","0"
"Fri Nov 10 2023 15:02:00 GMT+0530 (India Standard Time)","43770.45","43805.10","43770.45","43805.10","0.07","0.07","0"
"Fri Nov 10 2023 15:03:00 GMT+0530 (India Standard Time)","43807.40","43815.65","43800.90","43804.55","0","0","0"
"Fri Nov 10 2023 15:04:00 GMT+0530 (India Standard Time)","43801.05","43801.05","43784.40","43788.10","-0.04","-0.04","0"
"Fri Nov 10 2023 15:05:00 GMT+0530 (India Standard Time)","43786.20","43809.15","43786.20","43808.45","0.05","0.05","0"
"Fri Nov 10 2023 15:06:00 GMT+0530 (India Standard Time)","43808.85","43813.45","43798.85","43804.40","-0.01","-0.01","0"
"Fri Nov 10 2023 15:07:00 GMT+0530 (India Standard Time)","43805.20","43809.35","43789.90","43797.10","-0.02","-0.02","0"
"Fri Nov 10 2023 15:08:00 GMT+0530 (India Standard Time)","43795.05","43803.10","43787.85","43795.30","0","0","0"
"Fri Nov 10 2023 15:09:00 GMT+0530 (India Standard Time)","43798.95","43798.95","43764.85","43769.30","-0.06","-0.06","0"
"Fri Nov 10 2023 15:10:00 GMT+0530 (India Standard Time)","43767.30","43806.15","43767.30","43806.15","0.08","0.08","0"
"Fri Nov 10 2023 15:11:00 GMT+0530 (India Standard Time)","43806.75","43808.80","43801.30","43808.80","0.01","0.01","0"
"Fri Nov 10 2023 15:12:00 GMT+0530 (India Standard Time)","43807.80","43807.95","43789.00","43793.60","-0.03","-0.03","0"
"Fri Nov 10 2023 15:13:00 GMT+0530 (India Standard Time)","43792.30","43797.90","43782.75","43785.30","-0.02","-0.02","0"
"Fri Nov 10 2023 15:14:00 GMT+0530 (India Standard Time)","43786.00","43816.65","43785.75","43812.55","0.06","0.06","0"
"Fri Nov 10 2023 15:15:00 GMT+0530 (India Standard Time)","43811.30","43825.95","43806.35","43818.30","0.01","0.01","0"
"Fri Nov 10 2023 15:16:00 GMT+0530 (India Standard Time)","43818.00","43823.60","43811.40","43822.20","0.01","0.01","0"
"Fri Nov 10 2023 15:17:00 GMT+0530 (India Standard Time)","43820.70","43831.80","43818.75","43828.65","0.01","0.01","0"
"Fri Nov 10 2023 15:18:00 GMT+0530 (India Standard Time)","43827.00","43836.55","43823.30","43833.35","0.01","0.01","0"
"Fri Nov 10 2023 15:19:00 GMT+0530 (India Standard Time)","43830.15","43836.70","43827.50","43827.50","-0.01","-0.01","0"
"Fri Nov 10 2023 15:20:00 GMT+0530 (India Standard Time)","43827.60","43833.10","43823.20","43827.30","0","0","0"
"Fri Nov 10 2023 15:21:00 GMT+0530 (India Standard Time)","43826.00","43839.90","43821.40","43831.05","0.01","0.01","0"
"Fri Nov 10 2023 15:22:00 GMT+0530 (India Standard Time)","43834.05","43838.15","43822.15","43835.30","0.01","0.01","0"
"Fri Nov 10 2023 15:23:00 GMT+0530 (India Standard Time)","43834.70","43858.85","43833.15","43857.70","0.05","0.05","0"
"Fri Nov 10 2023 15:24:00 GMT+0530 (India Standard Time)","43856.95","43873.10","43856.65","43873.10","0.04","0.04","0"
"Fri Nov 10 2023 15:25:00 GMT+0530 (India Standard Time)","43863.10","43884.50","43862.60","43882.55","0.02","0.02","0"
"Fri Nov 10 2023 15:26:00 GMT+0530 (India Standard Time)","43878.95","43895.35","43877.30","43888.90","0.01","0.01","0"
"Fri Nov 10 2023 15:27:00 GMT+0530 (India Standard Time)","43889.80","43908.70","43881.00","43902.90","0.03","0.03","0"
"Fri Nov 10 2023 15:28:00 GMT+0530 (India Standard Time)","43902.15","43903.25","43886.90","43887.75","-0.03","-0.03","0"
"Fri Nov 10 2023 15:29:00 GMT+0530 (India Standard Time)","43892.05","43893.20","43866.55","43879.90","-0.02","-0.02","0"
"Sun Nov 12 2023 18:15:00 GMT+0530 (India Standard Time)","44054.50","44056.00","43916.60","43976.35","0.22","0.22","0"
"Sun Nov 12 2023 18:16:00 GMT+0530 (India Standard Time)","43976.90","43989.10","43965.95","43979.55","0.01","0.01","0"
"Sun Nov 12 2023 18:17:00 GMT+0530 (India Standard Time)","43987.00","43987.00","43965.20","43970.90","-0.02","-0.02","0"
"Sun Nov 12 2023 18:18:00 GMT+0530 (India Standard Time)","43973.85","43986.95","43972.20","43985.70","0.03","0.03","0"
"Sun Nov 12 2023 18:19:00 GMT+0530 (India Standard Time)","43983.10","43983.10","43969.45","43974.05","-0.03","-0.03","0"
"Sun Nov 12 2023 18:20:00 GMT+0530 (India Standard Time)","43975.90","43994.45","43974.45","43992.15","0.04","0.04","0"
"Sun Nov 12 2023 18:21:00 GMT+0530 (India Standard Time)","43989.35","44003.35","43982.95","44003.35","0.03","0.03","0"
"Sun Nov 12 2023 18:22:00 GMT+0530 (India Standard Time)","44000.70","44010.20","43995.40","44006.30","0.01","0.01","0"
"Sun Nov 12 2023 18:23:00 GMT+0530 (India Standard Time)","44005.80","44012.90","43998.65","44006.15","0","0","0"
"Sun Nov 12 2023 18:24:00 GMT+0530 (India Standard Time)","44006.90","44006.90","43974.70","43979.50","-0.06","-0.06","0"
"Sun Nov 12 2023 18:25:00 GMT+0530 (India Standard Time)","43978.50","43978.50","43960.25","43966.55","-0.03","-0.03","0"
"Sun Nov 12 2023 18:26:00 GMT+0530 (India Standard Time)","43964.05","43994.20","43964.05","43994.20","0.06","0.06","0"
"Sun Nov 12 2023 18:27:00 GMT+0530 (India Standard Time)","43994.80","44024.45","43994.65","44022.85","0.07","0.07","0"
"Sun Nov 12 2023 18:28:00 GMT+0530 (India Standard Time)","44027.65","44035.65","44017.80","44029.75","0.02","0.02","0"
"Sun Nov 12 2023 18:29:00 GMT+0530 (India Standard Time)","44035.00","44035.00","44018.40","44027.15","-0.01","-0.01","0"
"Sun Nov 12 2023 18:30:00 GMT+0530 (India Standard Time)","44018.25","44029.45","44011.30","44016.05","-0.03","-0.03","0"
"Sun Nov 12 2023 18:31:00 GMT+0530 (India Standard Time)","44013.75","44021.40","43964.90","43966.45","-0.11","-0.11","0"
"Sun Nov 12 2023 18:32:00 GMT+0530 (India Standard Time)","43968.05","43995.45","43960.45","43995.45","0.07","0.07","0"
"Sun Nov 12 2023 18:33:00 GMT+0530 (India Standard Time)","43995.00","44003.05","43992.40","43996.30","0","0","0"
"Sun Nov 12 2023 18:34:00 GMT+0530 (India Standard Time)","43996.40","43998.20","43978.40","43991.55","-0.01","-0.01","0"
"Sun Nov 12 2023 18:35:00 GMT+0530 (India Standard Time)","43991.70","43999.55","43990.30","43992.25","0","0","0"
"Sun Nov 12 2023 18:36:00 GMT+0530 (India Standard Time)","43991.60","43995.60","43983.90","43987.35","-0.01","-0.01","0"
"Sun Nov 12 2023 18:37:00 GMT+0530 (India Standard Time)","43986.55","43987.30","43971.30","43971.30","-0.04","-0.04","0"
"Sun Nov 12 2023 18:38:00 GMT+0530 (India Standard Time)","43971.80","43979.65","43950.60","43978.50","0.02","0.02","0"
"Sun Nov 12 2023 18:39:00 GMT+0530 (India Standard Time)","43978.80","44014.10","43978.80","44006.00","0.06","0.06","0"
"Sun Nov 12 2023 18:40:00 GMT+0530 (India Standard Time)","44013.00","44024.50","44001.10","44013.85","0.02","0.02","0"
"Sun Nov 12 2023 18:41:00 GMT+0530 (India Standard Time)","44013.70","44017.00","44007.00","44010.90","-0.01","-0.01","0"
"Sun Nov 12 2023 18:42:00 GMT+0530 (India Standard Time)","44009.80","44016.25","44006.10","44012.05","0","0","0"
"Sun Nov 12 2023 18:43:00 GMT+0530 (India Standard Time)","44007.80","44015.55","44005.65","44010.55","0","0","0"
"Sun Nov 12 2023 18:44:00 GMT+0530 (India Standard Time)","44012.95","44018.80","44007.35","44015.90","0.01","0.01","0"
"Sun Nov 12 2023 18:45:00 GMT+0530 (India Standard Time)","44020.65","44023.40","44015.45","44020.00","0.01","0.01","0"
"Sun Nov 12 2023 18:46:00 GMT+0530 (India Standard Time)","44019.35","44022.70","44015.05","44018.05","0","0","0"
"Sun Nov 12 2023 18:47:00 GMT+0530 (India Standard Time)","44018.35","44024.60","44016.15","44024.60","0.01","0.01","0"
"Sun Nov 12 2023 18:48:00 GMT+0530 (India Standard Time)","44023.30","44029.85","44015.50","44017.90","-0.02","-0.02","0"
"Sun Nov 12 2023 18:49:00 GMT+0530 (India Standard Time)","44018.60","44023.30","44005.10","44008.10","-0.02","-0.02","0"
"Sun Nov 12 2023 18:50:00 GMT+0530 (India Standard Time)","44003.80","44011.40","43984.75","44010.75","0.01","0.01","0"
"Sun Nov 12 2023 18:51:00 GMT+0530 (India Standard Time)","44004.85","44011.45","43996.70","44005.35","-0.01","-0.01","0"
"Sun Nov 12 2023 18:52:00 GMT+0530 (India Standard Time)","44007.55","44009.25","43993.25","43998.45","-0.02","-0.02","0"
"Sun Nov 12 2023 18:53:00 GMT+0530 (India Standard Time)","43999.90","44004.90","43988.65","43989.00","-0.02","-0.02","0"
"Sun Nov 12 2023 18:54:00 GMT+0530 (India Standard Time)","43991.75","44008.15","43983.00","44004.05","0.03","0.03","0"
"Sun Nov 12 2023 18:55:00 GMT+0530 (India Standard Time)","44009.70","44014.30","44002.25","44007.80","0.01","0.01","0"
"Sun Nov 12 2023 18:56:00 GMT+0530 (India Standard Time)","44005.10","44008.85","43983.55","43988.60","-0.04","-0.04","0"
"Sun Nov 12 2023 18:57:00 GMT+0530 (India Standard Time)","43991.75","43992.80","43982.30","43989.65","0","0","0"
"Sun Nov 12 2023 18:58:00 GMT+0530 (India Standard Time)","43991.30","44002.00","43988.65","44002.00","0.03","0.03","0"
"Sun Nov 12 2023 18:59:00 GMT+0530 (India Standard Time)","43998.50","44003.55","43989.50","43999.80","0","0","0"
"Sun Nov 12 2023 19:00:00 GMT+0530 (India Standard Time)","44001.00","44003.30","43997.05","44003.30","0.01","0.01","0"
"Sun Nov 12 2023 19:01:00 GMT+0530 (India Standard Time)","44001.35","44006.10","43988.55","44006.10","0.01","0.01","0"
"Sun Nov 12 2023 19:02:00 GMT+0530 (India Standard Time)","44007.15","44008.95","43992.35","44008.40","0.01","0.01","0"
"Sun Nov 12 2023 19:03:00 GMT+0530 (India Standard Time)","44009.95","44013.30","43982.60","44002.35","-0.01","-0.01","0"
"Sun Nov 12 2023 19:04:00 GMT+0530 (India Standard Time)","44009.30","44010.65","43990.25","43999.65","-0.01","-0.01","0"
"Sun Nov 12 2023 19:05:00 GMT+0530 (India Standard Time)","44000.40","44004.45","43964.50","43964.50","-0.08","-0.08","0"
"Sun Nov 12 2023 19:06:00 GMT+0530 (India Standard Time)","43969.55","43987.70","43969.05","43984.15","0.04","0.04","0"
"Sun Nov 12 2023 19:07:00 GMT+0530 (India Standard Time)","43985.10","43992.85","43984.00","43991.75","0.02","0.02","0"
"Sun Nov 12 2023 19:08:00 GMT+0530 (India Standard Time)","43991.05","43996.20","43988.95","43988.95","-0.01","-0.01","0"
"Sun Nov 12 2023 19:09:00 GMT+0530 (India Standard Time)","43990.30","43992.20","43971.45","43979.25","-0.02","-0.02","0"
"Sun Nov 12 2023 19:10:00 GMT+0530 (India Standard Time)","43981.20","43987.70","43973.80","43987.70","0.02","0.02","0"
"Sun Nov 12 2023 19:11:00 GMT+0530 (India Standard Time)","43987.15","43989.50","43977.25","43986.60","0","0","0"
"Sun Nov 12 2023 19:12:00 GMT+0530 (India Standard Time)","43985.45","43988.55","43977.15","43985.90","0","0","0"
"Sun Nov 12 2023 19:13:00 GMT+0530 (India Standard Time)","43983.20","43986.50","43972.55","43978.40","-0.02","-0.02","0"
"Sun Nov 12 2023 19:14:00 GMT+0530 (India Standard Time)","43982.10","43992.70","43971.25","43978.70","0","0","0"
"Mon Nov 13 2023 09:15:00 GMT+0530 (India Standard Time)","43915.10","43934.60","43828.60","43846.70","-0.30","-0.30","0"
"Mon Nov 13 2023 09:16:00 GMT+0530 (India Standard Time)","43847.40","43858.70","43835.45","43857.45","0.02","0.02","0"
"Mon Nov 13 2023 09:17:00 GMT+0530 (India Standard Time)","43855.75","43861.90","43845.60","43848.30","-0.02","-0.02","0"
"Mon Nov 13 2023 09:18:00 GMT+0530 (India Standard Time)","43849.75","43854.05","43836.10","43840.00","-0.02","-0.02","0"
"Mon Nov 13 2023 09:19:00 GMT+0530 (India Standard Time)","43840.20","43840.65","43825.55","43835.00","-0.01","-0.01","0"
"Mon Nov 13 2023 09:20:00 GMT+0530 (India Standard Time)","43835.00","43851.55","43824.85","43844.35","0.02","0.02","0"
"Mon Nov 13 2023 09:21:00 GMT+0530 (India Standard Time)","43844.90","43844.90","43832.40","43834.45","-0.02","-0.02","0"
"Mon Nov 13 2023 09:22:00 GMT+0530 (India Standard Time)","43835.30","43840.60","43823.75","43826.80","-0.02","-0.02","0"
"Mon Nov 13 2023 09:23:00 GMT+0530 (India Standard Time)","43827.05","43837.30","43818.95","43837.30","0.02","0.02","0"
"Mon Nov 13 2023 09:24:00 GMT+0530 (India Standard Time)","43836.10","43836.10","43824.10","43824.30","-0.03","-0.03","0"
"Mon Nov 13 2023 09:25:00 GMT+0530 (India Standard Time)","43825.35","43830.15","43815.15","43829.30","0.01","0.01","0"
"Mon Nov 13 2023 09:26:00 GMT+0530 (India Standard Time)","43826.65","43829.35","43820.60","43827.45","0","0","0"
"Mon Nov 13 2023 09:27:00 GMT+0530 (India Standard Time)","43827.85","43841.85","43827.05","43840.45","0.03","0.03","0"
"Mon Nov 13 2023 09:28:00 GMT+0530 (India Standard Time)","43838.90","43843.50","43835.40","43836.30","-0.01","-0.01","0"
"Mon Nov 13 2023 09:29:00 GMT+0530 (India Standard Time)","43835.60","43839.10","43793.75","43802.45","-0.08","-0.08","0"
"Mon Nov 13 2023 09:30:00 GMT+0530 (India Standard Time)","43801.95","43813.55","43792.60","43810.25","0.02","0.02","0"
"Mon Nov 13 2023 09:31:00 GMT+0530 (India Standard Time)","43808.15","43814.45","43799.05","43799.50","-0.02","-0.02","0"
"Mon Nov 13 2023 09:32:00 GMT+0530 (India Standard Time)","43799.65","43801.65","43783.40","43798.85","0","0","0"
"Mon Nov 13 2023 09:33:00 GMT+0530 (India Standard Time)","43803.15","43812.15","43799.20","43807.20","0.02","0.02","0"
"Mon Nov 13 2023 09:34:00 GMT+0530 (India Standard Time)","43808.75","43822.85","43802.50","43822.80","0.04","0.04","0"
"Mon Nov 13 2023 09:35:00 GMT+0530 (India Standard Time)","43823.90","43823.90","43811.80","43811.80","-0.03","-0.03","0"
"Mon Nov 13 2023 09:36:00 GMT+0530 (India Standard Time)","43811.05","43817.95","43805.55","43815.40","0.01","0.01","0"
"Mon Nov 13 2023 09:37:00 GMT+0530 (India Standard Time)","43817.45","43818.40","43797.05","43801.05","-0.03","-0.03","0"
"Mon Nov 13 2023 09:38:00 GMT+0530 (India Standard Time)","43800.25","43819.05","43794.90","43817.80","0.04","0.04","0"
"Mon Nov 13 2023 09:39:00 GMT+0530 (India Standard Time)","43813.45","43818.05","43804.40","43809.05","-0.02","-0.02","0"
"Mon Nov 13 2023 09:40:00 GMT+0530 (India Standard Time)","43809.75","43833.50","43809.50","43832.40","0.05","0.05","0"
"Mon Nov 13 2023 09:41:00 GMT+0530 (India Standard Time)","43832.50","43832.50","43809.20","43815.10","-0.04","-0.04","0"
"Mon Nov 13 2023 09:42:00 GMT+0530 (India Standard Time)","43814.90","43819.65","43811.20","43815.50","0","0","0"
"Mon Nov 13 2023 09:43:00 GMT+0530 (India Standard Time)","43815.00","43824.00","43813.20","43818.55","0.01","0.01","0"
"Mon Nov 13 2023 09:44:00 GMT+0530 (India Standard Time)","43821.85","43821.85","43807.65","43819.85","0","0","0"
"Mon Nov 13 2023 09:45:00 GMT+0530 (India Standard Time)","43820.45","43828.15","43818.45","43822.25","0.01","0.01","0"
"Mon Nov 13 2023 09:46:00 GMT+0530 (India Standard Time)","43822.30","43829.50","43819.75","43828.50","0.01","0.01","0"
"Mon Nov 13 2023 09:47:00 GMT+0530 (India Standard Time)","43826.10","43841.05","43824.65","43838.15","0.02","0.02","0"
"Mon Nov 13 2023 09:48:00 GMT+0530 (India Standard Time)","43839.40","43847.90","43835.45","43843.30","0.01","0.01","0"
"Mon Nov 13 2023 09:49:00 GMT+0530 (India Standard Time)","43843.50","43844.70","43825.00","43844.70","0","0","0"
"Mon Nov 13 2023 09:50:00 GMT+0530 (India Standard Time)","43842.75","43847.90","43837.90","43843.50","0","0","0"
"Mon Nov 13 2023 09:51:00 GMT+0530 (India Standard Time)","43841.85","43843.15","43829.05","43832.05","-0.03","-0.03","0"
"Mon Nov 13 2023 09:52:00 GMT+0530 (India Standard Time)","43830.75","43833.80","43816.60","43819.10","-0.03","-0.03","0"
"Mon Nov 13 2023 09:53:00 GMT+0530 (India Standard Time)","43820.15","43825.15","43814.90","43818.20","0","0","0"
"Mon Nov 13 2023 09:54:00 GMT+0530 (India Standard Time)","43818.20","43826.70","43815.10","43825.45","0.02","0.02","0"
"Mon Nov 13 2023 09:55:00 GMT+0530 (India Standard Time)","43826.15","43826.15","43806.05","43808.50","-0.04","-0.04","0"
"Mon Nov 13 2023 09:56:00 GMT+0530 (India Standard Time)","43809.10","43813.70","43796.10","43813.70","0.01","0.01","0"
"Mon Nov 13 2023 09:57:00 GMT+0530 (India Standard Time)","43813.35","43833.65","43813.30","43831.40","0.04","0.04","0"
"Mon Nov 13 2023 09:58:00 GMT+0530 (India Standard Time)","43832.20","43838.65","43826.15","43835.00","0.01","0.01","0"
"Mon Nov 13 2023 09:59:00 GMT+0530 (India Standard Time)","43837.40","43844.75","43835.90","43841.40","0.01","0.01","0"
"Mon Nov 13 2023 10:00:00 GMT+0530 (India Standard Time)","43841.75","43847.20","43837.65","43838.85","-0.01","-0.01","0"
"Mon Nov 13 2023 10:01:00 GMT+0530 (India Standard Time)","43839.90","43893.45","43838.05","43859.75","0.05","0.05","0"
"Mon Nov 13 2023 10:02:00 GMT+0530 (India Standard Time)","43862.00","43869.50","43856.35","43859.70","0","0","0"
"Mon Nov 13 2023 10:03:00 GMT+0530 (India Standard Time)","43858.50","43872.80","43853.50","43870.50","0.02","0.02","0"
"Mon Nov 13 2023 10:04:00 GMT+0530 (India Standard Time)","43870.10","43872.55","43861.75","43866.35","-0.01","-0.01","0"
"Mon Nov 13 2023 10:05:00 GMT+0530 (India Standard Time)","43864.05","43869.15","43861.50","43863.60","-0.01","-0.01","0"
"Mon Nov 13 2023 10:06:00 GMT+0530 (India Standard Time)","43863.70","43873.95","43863.70","43872.35","0.02","0.02","0"
"Mon Nov 13 2023 10:07:00 GMT+0530 (India Standard Time)","43873.50","43874.85","43855.45","43855.45","-0.04","-0.04","0"
"Mon Nov 13 2023 10:08:00 GMT+0530 (India Standard Time)","43856.80","43864.90","43845.95","43864.45","0.02","0.02","0"
"Mon Nov 13 2023 10:09:00 GMT+0530 (India Standard Time)","43863.60","43871.15","43860.10","43868.80","0.01","0.01","0"
"Mon Nov 13 2023 10:10:00 GMT+0530 (India Standard Time)","43871.20","43872.70","43858.45","43862.55","-0.01","-0.01","0"
"Mon Nov 13 2023 10:11:00 GMT+0530 (India Standard Time)","43862.15","43864.55","43854.55","43857.95","-0.01","-0.01","0"
"Mon Nov 13 2023 10:12:00 GMT+0530 (India Standard Time)","43864.60","43866.80","43856.20","43860.90","0.01","0.01","0"
"Mon Nov 13 2023 10:13:00 GMT+0530 (India Standard Time)","43859.95","43868.40","43858.40","43865.50","0.01","0.01","0"
"Mon Nov 13 2023 10:14:00 GMT+0530 (India Standard Time)","43865.95","43872.30","43861.75","43868.40","0.01","0.01","0"
"Mon Nov 13 2023 10:15:00 GMT+0530 (India Standard Time)","43868.70","43875.40","43861.55","43868.00","0","0","0"
"Mon Nov 13 2023 10:16:00 GMT+0530 (India Standard Time)","43867.45","43877.35","43858.25","43861.20","-0.02","-0.02","0"
"Mon Nov 13 2023 10:17:00 GMT+0530 (India Standard Time)","43862.85","43866.75","43848.50","43854.70","-0.01","-0.01","0"
"Mon Nov 13 2023 10:18:00 GMT+0530 (India Standard Time)","43855.05","43855.05","43791.05","43794.40","-0.14","-0.14","0"
"Mon Nov 13 2023 10:19:00 GMT+0530 (India Standard Time)","43786.40","43786.40","43728.95","43745.10","-0.11","-0.11","0"
"Mon Nov 13 2023 10:20:00 GMT+0530 (India Standard Time)","43750.60","43750.60","43717.50","43741.00","-0.01","-0.01","0"
"Mon Nov 13 2023 10:21:00 GMT+0530 (India Standard Time)","43739.65","43744.30","43724.15","43743.20","0.01","0.01","0"
"Mon Nov 13 2023 10:22:00 GMT+0530 (India Standard Time)","43743.70","43749.05","43739.45","43742.05","0","0","0"
