"Date","Open","High","Low","Close"
"Mon Dec 06 2021 14:41:00 GMT+0530 (India Standard Time)","35744.05","35759.65","35732.40","35732.40"
"Mon Dec 06 2021 14:42:00 GMT+0530 (India Standard Time)","35731.30","35802.15","35723.65","35801.20"
"Mon Dec 06 2021 14:43:00 GMT+0530 (India Standard Time)","35802.55","35829.70","35781.30","35785.80"
"Mon Dec 06 2021 14:44:00 GMT+0530 (India Standard Time)","35783.10","35783.10","35744.30","35769.40"
"Mon Dec 06 2021 14:45:00 GMT+0530 (India Standard Time)","35771.15","35771.85","35753.65","35763.00"
"Mon Dec 06 2021 14:46:00 GMT+0530 (India Standard Time)","35761.15","35802.85","35761.15","35796.55"
"Mon Dec 06 2021 14:47:00 GMT+0530 (India Standard Time)","35792.05","35801.15","35782.90","35784.50"
"Mon Dec 06 2021 14:48:00 GMT+0530 (India Standard Time)","35782.50","35790.75","35772.05","35780.50"
"Mon Dec 06 2021 14:49:00 GMT+0530 (India Standard Time)","35779.60","35795.30","35772.50","35775.55"
"Mon Dec 06 2021 14:50:00 GMT+0530 (India Standard Time)","35774.80","35801.85","35772.90","35795.55"
"Mon Dec 06 2021 14:51:00 GMT+0530 (India Standard Time)","35792.45","35795.05","35773.40","35773.70"
"Mon Dec 06 2021 14:52:00 GMT+0530 (India Standard Time)","35774.35","35781.90","35772.15","35774.00"
"Mon Dec 06 2021 14:53:00 GMT+0530 (India Standard Time)","35772.80","35828.25","35771.50","35828.25"
"Mon Dec 06 2021 14:54:00 GMT+0530 (India Standard Time)","35834.60","35860.15","35828.25","35847.70"
"Mon Dec 06 2021 14:55:00 GMT+0530 (India Standard Time)","35846.70","35846.70","35829.20","35840.90"
"Mon Dec 06 2021 14:56:00 GMT+0530 (India Standard Time)","35843.05","35843.05","35811.95","35827.05"
"Mon Dec 06 2021 14:57:00 GMT+0530 (India Standard Time)","35829.00","35837.95","35828.60","35829.10"
"Mon Dec 06 2021 14:58:00 GMT+0530 (India Standard Time)","35829.10","35831.00","35806.25","35807.80"
"Mon Dec 06 2021 14:59:00 GMT+0530 (India Standard Time)","35810.55","35825.55","35803.30","35822.10"
"Mon Dec 06 2021 15:00:00 GMT+0530 (India Standard Time)","35822.50","35830.15","35792.55","35793.60"
