"Date","Open","High","Low","Close"
"Wed Dec 22 2021 15:07:00 GMT+0530 (India Standard Time)","35014.05","35018.80","34994.45","35001.95"
"Wed Dec 22 2021 15:08:00 GMT+0530 (India Standard Time)","34999.35","35009.85","34998.20","35009.20"
"Wed Dec 22 2021 15:09:00 GMT+0530 (India Standard Time)","35013.60","35013.60","35005.45","35007.45"
"Wed Dec 22 2021 15:10:00 GMT+0530 (India Standard Time)","35004.80","35019.95","34996.80","35004.50"
"Wed Dec 22 2021 15:11:00 GMT+0530 (India Standard Time)","35007.25","35009.30","34984.00","34998.35"
"Wed Dec 22 2021 15:12:00 GMT+0530 (India Standard Time)","34994.50","35000.15","34990.00","34992.65"
"Wed Dec 22 2021 15:13:00 GMT+0530 (India Standard Time)","34990.85","35000.40","34987.20","34996.25"
"Wed Dec 22 2021 15:14:00 GMT+0530 (India Standard Time)","34995.35","35000.75","34989.40","34997.45"
"Wed Dec 22 2021 15:15:00 GMT+0530 (India Standard Time)","35002.30","35002.35","34987.90","34994.30"
"Wed Dec 22 2021 15:16:00 GMT+0530 (India Standard Time)","34995.10","35001.25","34988.90","34999.90"
"Wed Dec 22 2021 15:17:00 GMT+0530 (India Standard Time)","35000.05","35018.15","34995.95","35015.65"
"Wed Dec 22 2021 15:18:00 GMT+0530 (India Standard Time)","35017.85","35034.90","35016.55","35033.30"
"Wed Dec 22 2021 15:19:00 GMT+0530 (India Standard Time)","35033.90","35035.65","35028.55","35035.05"
"Wed Dec 22 2021 15:20:00 GMT+0530 (India Standard Time)","35035.75","35039.05","35003.90","35018.75"
"Wed Dec 22 2021 15:21:00 GMT+0530 (India Standard Time)","35022.30","35040.70","35004.50","35032.50"
"Wed Dec 22 2021 15:22:00 GMT+0530 (India Standard Time)","35033.45","35052.40","35031.85","35050.95"
"Wed Dec 22 2021 15:23:00 GMT+0530 (India Standard Time)","35052.65","35056.20","35040.60","35052.50"
"Wed Dec 22 2021 15:24:00 GMT+0530 (India Standard Time)","35052.85","35067.15","35049.55","35066.65"
"Wed Dec 22 2021 15:25:00 GMT+0530 (India Standard Time)","35065.25","35065.25","35051.75","35063.80"
"Wed Dec 22 2021 15:26:00 GMT+0530 (India Standard Time)","35060.20","35074.40","35059.70","35071.45"
"Wed Dec 22 2021 15:27:00 GMT+0530 (India Standard Time)","35072.00","35083.75","35068.75","35081.20"
"Wed Dec 22 2021 15:28:00 GMT+0530 (India Standard Time)","35082.70","35103.15","35077.00","35098.60"
"Wed Dec 22 2021 15:29:00 GMT+0530 (India Standard Time)","35098.25","35104.85","35076.40","35095.25"
"Thu Dec 23 2021 09:15:00 GMT+0530 (India Standard Time)","35350.50","35350.50","35254.20","35284.25"
"Thu Dec 23 2021 09:16:00 GMT+0530 (India Standard Time)","35280.15","35309.35","35268.45","35299.90"
"Thu Dec 23 2021 09:17:00 GMT+0530 (India Standard Time)","35306.60","35306.60","35243.70","35249.55"
"Thu Dec 23 2021 09:18:00 GMT+0530 (India Standard Time)","35249.30","35276.90","35246.30","35255.25"
"Thu Dec 23 2021 09:19:00 GMT+0530 (India Standard Time)","35251.30","35251.30","35217.15","35225.25"
"Thu Dec 23 2021 09:20:00 GMT+0530 (India Standard Time)","35229.25","35267.35","35217.40","35266.25"
"Thu Dec 23 2021 09:21:00 GMT+0530 (India Standard Time)","35267.50","35281.90","35242.45","35242.45"
"Thu Dec 23 2021 09:22:00 GMT+0530 (India Standard Time)","35243.75","35243.75","35197.15","35197.15"
"Thu Dec 23 2021 09:23:00 GMT+0530 (India Standard Time)","35205.55","35205.55","35189.35","35204.05"
"Thu Dec 23 2021 09:24:00 GMT+0530 (India Standard Time)","35204.10","35235.60","35194.30","35229.25"
"Thu Dec 23 2021 09:25:00 GMT+0530 (India Standard Time)","35226.45","35262.95","35222.00","35222.00"
"Thu Dec 23 2021 09:26:00 GMT+0530 (India Standard Time)","35222.55","35233.90","35206.40","35229.60"
"Thu Dec 23 2021 09:27:00 GMT+0530 (India Standard Time)","35227.15","35227.15","35211.10","35216.55"
"Thu Dec 23 2021 09:28:00 GMT+0530 (India Standard Time)","35217.35","35217.35","35208.40","35212.85"
"Thu Dec 23 2021 09:29:00 GMT+0530 (India Standard Time)","35213.20","35213.20","35186.75","35196.25"
"Thu Dec 23 2021 09:30:00 GMT+0530 (India Standard Time)","35191.15","35224.30","35191.15","35216.30"
"Thu Dec 23 2021 09:31:00 GMT+0530 (India Standard Time)","35217.45","35231.80","35216.05","35229.35"
