"Date","Open","High","Low","Close"
"Wed Mar 09 2022 15:23:00 GMT+0530 (India Standard Time)","33865.40","33870.40","33854.45","33869.25"
"Wed Mar 09 2022 15:24:00 GMT+0530 (India Standard Time)","33870.15","33879.00","33862.25","33862.25"
"Wed Mar 09 2022 15:25:00 GMT+0530 (India Standard Time)","33864.25","33864.25","33849.95","33861.45"
"Wed Mar 09 2022 15:26:00 GMT+0530 (India Standard Time)","33861.95","33887.20","33861.95","33880.25"
"Wed Mar 09 2022 15:27:00 GMT+0530 (India Standard Time)","33878.15","33885.05","33863.90","33865.40"
"Wed Mar 09 2022 15:28:00 GMT+0530 (India Standard Time)","33866.10","33866.95","33839.80","33857.90"
"Wed Mar 09 2022 15:29:00 GMT+0530 (India Standard Time)","33863.30","33900.75","33860.25","33891.25"
"Thu Mar 10 2022 09:15:00 GMT+0530 (India Standard Time)","35153.95","35153.95","34744.80","34844.55"
"Thu Mar 10 2022 09:16:00 GMT+0530 (India Standard Time)","34850.00","34892.30","34836.30","34859.80"
"Thu Mar 10 2022 09:17:00 GMT+0530 (India Standard Time)","34861.35","34873.45","34842.35","34850.90"
"Thu Mar 10 2022 09:18:00 GMT+0530 (India Standard Time)","34855.70","34952.15","34851.35","34948.15"
"Thu Mar 10 2022 09:19:00 GMT+0530 (India Standard Time)","34952.75","35041.65","34952.75","35031.65"
"Thu Mar 10 2022 09:20:00 GMT+0530 (India Standard Time)","35028.30","35028.30","34994.25","35011.35"
"Thu Mar 10 2022 09:21:00 GMT+0530 (India Standard Time)","35023.20","35028.15","34982.50","34993.95"
"Thu Mar 10 2022 09:22:00 GMT+0530 (India Standard Time)","34985.65","35060.95","34984.90","35012.40"
"Thu Mar 10 2022 09:23:00 GMT+0530 (India Standard Time)","35010.65","35045.95","34995.15","35024.80"
"Thu Mar 10 2022 09:24:00 GMT+0530 (India Standard Time)","35023.95","35034.90","34946.50","34946.50"
"Thu Mar 10 2022 09:25:00 GMT+0530 (India Standard Time)","34945.55","34945.55","34859.85","34896.00"
"Thu Mar 10 2022 09:26:00 GMT+0530 (India Standard Time)","34889.05","34901.70","34855.80","34873.30"
"Thu Mar 10 2022 09:27:00 GMT+0530 (India Standard Time)","34874.75","34896.60","34866.05","34879.20"
"Thu Mar 10 2022 09:28:00 GMT+0530 (India Standard Time)","34887.20","34889.90","34838.85","34855.45"
"Thu Mar 10 2022 09:29:00 GMT+0530 (India Standard Time)","34858.75","34869.30","34823.85","34824.95"
"Thu Mar 10 2022 09:30:00 GMT+0530 (India Standard Time)","34818.30","34848.15","34805.60","34844.45"
"Thu Mar 10 2022 09:31:00 GMT+0530 (India Standard Time)","34845.70","34923.30","34827.70","34915.30"
"Thu Mar 10 2022 09:32:00 GMT+0530 (India Standard Time)","34914.40","34924.45","34855.60","34868.35"
"Thu Mar 10 2022 09:33:00 GMT+0530 (India Standard Time)","34894.00","34895.60","34852.30","34853.95"
"Thu Mar 10 2022 09:34:00 GMT+0530 (India Standard Time)","34859.15","34870.35","34815.55","34815.55"
"Thu Mar 10 2022 09:35:00 GMT+0530 (India Standard Time)","34805.90","34839.10","34799.60","34823.20"
"Thu Mar 10 2022 09:36:00 GMT+0530 (India Standard Time)","34821.15","34874.60","34821.15","34858.20"
"Thu Mar 10 2022 09:37:00 GMT+0530 (India Standard Time)","34859.20","34889.00","34847.20","34856.25"
"Thu Mar 10 2022 09:38:00 GMT+0530 (India Standard Time)","34856.05","34897.45","34856.05","34897.45"
"Thu Mar 10 2022 09:39:00 GMT+0530 (India Standard Time)","34902.45","34920.55","34887.50","34913.00"
"Thu Mar 10 2022 09:40:00 GMT+0530 (India Standard Time)","34907.95","34908.30","34871.75","34874.15"
"Thu Mar 10 2022 09:41:00 GMT+0530 (India Standard Time)","34872.15","34893.10","34869.40","34874.20"
"Thu Mar 10 2022 09:42:00 GMT+0530 (India Standard Time)","34870.05","34880.80","34858.25","34862.90"
"Thu Mar 10 2022 09:43:00 GMT+0530 (India Standard Time)","34864.95","34864.95","34824.25","34830.70"
"Thu Mar 10 2022 09:44:00 GMT+0530 (India Standard Time)","34830.70","34833.15","34788.35","34795.55"
"Thu Mar 10 2022 09:45:00 GMT+0530 (India Standard Time)","34796.15","34827.15","34794.55","34824.50"
"Thu Mar 10 2022 09:46:00 GMT+0530 (India Standard Time)","34824.10","34852.80","34819.30","34852.80"
"Thu Mar 10 2022 09:47:00 GMT+0530 (India Standard Time)","34858.70","34901.45","34857.25","34894.10"
"Thu Mar 10 2022 09:48:00 GMT+0530 (India Standard Time)","34896.65","34909.15","34889.65","34902.70"
"Thu Mar 10 2022 09:49:00 GMT+0530 (India Standard Time)","34905.30","34963.75","34905.30","34953.80"
"Thu Mar 10 2022 09:50:00 GMT+0530 (India Standard Time)","34951.70","34956.70","34929.00","34946.10"
"Thu Mar 10 2022 09:51:00 GMT+0530 (India Standard Time)","34940.55","34969.70","34938.65","34957.20"
"Thu Mar 10 2022 09:52:00 GMT+0530 (India Standard Time)","34961.50","35003.10","34955.80","34998.95"
"Thu Mar 10 2022 09:53:00 GMT+0530 (India Standard Time)","35000.05","35010.05","34973.90","34982.00"
"Thu Mar 10 2022 09:54:00 GMT+0530 (India Standard Time)","34979.85","34982.95","34952.95","34952.95"
"Thu Mar 10 2022 09:55:00 GMT+0530 (India Standard Time)","34951.15","34981.25","34936.65","34980.20"
"Thu Mar 10 2022 09:56:00 GMT+0530 (India Standard Time)","34975.15","34990.40","34965.10","34985.35"
"Thu Mar 10 2022 09:57:00 GMT+0530 (India Standard Time)","34981.95","35006.70","34973.35","34987.05"
"Thu Mar 10 2022 09:58:00 GMT+0530 (India Standard Time)","34987.60","35012.80","34987.60","35012.80"
"Thu Mar 10 2022 09:59:00 GMT+0530 (India Standard Time)","35010.95","35036.15","35008.30","35031.90"
"Thu Mar 10 2022 10:00:00 GMT+0530 (India Standard Time)","35030.15","35066.35","35025.55","35066.05"
"Thu Mar 10 2022 10:01:00 GMT+0530 (India Standard Time)","35062.10","35081.95","35062.10","35079.70"
"Thu Mar 10 2022 10:02:00 GMT+0530 (India Standard Time)","35082.75","35087.25","35065.90","35078.35"
"Thu Mar 10 2022 10:03:00 GMT+0530 (India Standard Time)","35074.45","35093.10","35059.95","35090.95"
"Thu Mar 10 2022 10:04:00 GMT+0530 (India Standard Time)","35092.30","35108.55","35084.15","35099.65"
"Thu Mar 10 2022 10:05:00 GMT+0530 (India Standard Time)","35104.40","35119.40","35100.10","35100.30"
"Thu Mar 10 2022 10:06:00 GMT+0530 (India Standard Time)","35099.75","35115.35","35095.95","35102.30"
"Thu Mar 10 2022 10:07:00 GMT+0530 (India Standard Time)","35104.30","35144.15","35104.05","35139.05"
"Thu Mar 10 2022 10:08:00 GMT+0530 (India Standard Time)","35134.55","35169.75","35129.55","35168.60"
"Thu Mar 10 2022 10:09:00 GMT+0530 (India Standard Time)","35171.70","35178.15","35156.00","35168.45"
"Thu Mar 10 2022 10:10:00 GMT+0530 (India Standard Time)","35166.30","35185.40","35152.30","35181.50"
"Thu Mar 10 2022 10:11:00 GMT+0530 (India Standard Time)","35181.35","35181.35","35141.35","35153.50"
"Thu Mar 10 2022 10:12:00 GMT+0530 (India Standard Time)","35146.90","35169.50","35135.10","35169.50"
"Thu Mar 10 2022 10:13:00 GMT+0530 (India Standard Time)","35171.85","35190.80","35159.50","35183.50"
"Thu Mar 10 2022 10:14:00 GMT+0530 (India Standard Time)","35179.85","35195.40","35169.15","35191.55"
"Thu Mar 10 2022 10:15:00 GMT+0530 (India Standard Time)","35192.35","35223.85","35192.35","35221.10"
"Thu Mar 10 2022 10:16:00 GMT+0530 (India Standard Time)","35214.85","35238.30","35214.85","35224.85"
"Thu Mar 10 2022 10:17:00 GMT+0530 (India Standard Time)","35225.40","35261.30","35224.85","35261.30"
"Thu Mar 10 2022 10:18:00 GMT+0530 (India Standard Time)","35261.75","35269.80","35243.65","35252.15"
"Thu Mar 10 2022 10:19:00 GMT+0530 (India Standard Time)","35251.45","35254.60","35224.30","35231.10"
"Thu Mar 10 2022 10:20:00 GMT+0530 (India Standard Time)","35232.10","35256.45","35232.10","35246.55"
"Thu Mar 10 2022 10:21:00 GMT+0530 (India Standard Time)","35246.70","35289.95","35246.70","35287.70"
"Thu Mar 10 2022 10:22:00 GMT+0530 (India Standard Time)","35289.40","35290.50","35273.35","35278.05"
"Thu Mar 10 2022 10:23:00 GMT+0530 (India Standard Time)","35276.50","35303.30","35269.20","35301.65"
"Thu Mar 10 2022 10:24:00 GMT+0530 (India Standard Time)","35301.85","35344.25","35301.85","35338.70"
"Thu Mar 10 2022 10:25:00 GMT+0530 (India Standard Time)","35339.70","35370.55","35338.45","35353.30"
"Thu Mar 10 2022 10:26:00 GMT+0530 (India Standard Time)","35352.95","35352.95","35318.05","35319.90"
"Thu Mar 10 2022 10:27:00 GMT+0530 (India Standard Time)","35318.55","35342.70","35318.55","35342.35"
"Thu Mar 10 2022 10:28:00 GMT+0530 (India Standard Time)","35340.30","35346.90","35323.90","35342.05"
"Thu Mar 10 2022 10:29:00 GMT+0530 (India Standard Time)","35335.70","35345.55","35331.95","35340.15"
"Thu Mar 10 2022 10:30:00 GMT+0530 (India Standard Time)","35339.60","35349.60","35314.55","35315.45"
"Thu Mar 10 2022 10:31:00 GMT+0530 (India Standard Time)","35307.80","35308.90","35251.50","35251.95"
"Thu Mar 10 2022 10:32:00 GMT+0530 (India Standard Time)","35243.40","35254.05","35226.10","35226.80"
"Thu Mar 10 2022 10:33:00 GMT+0530 (India Standard Time)","35228.00","35254.05","35219.70","35250.70"
