"Date","Open","High","Low","Close"
"Wed Apr 13 2022 14:42:00 GMT+0530 (India Standard Time)","37607.05","37625.70","37603.10","37624.60"
"Wed Apr 13 2022 14:43:00 GMT+0530 (India Standard Time)","37620.25","37624.65","37610.50","37610.50"
"Wed Apr 13 2022 14:44:00 GMT+0530 (India Standard Time)","37611.00","37632.75","37611.00","37617.75"
"Wed Apr 13 2022 14:45:00 GMT+0530 (India Standard Time)","37622.20","37628.15","37604.75","37608.50"
"Wed Apr 13 2022 14:46:00 GMT+0530 (India Standard Time)","37608.65","37611.40","37586.15","37594.55"
"Wed Apr 13 2022 14:47:00 GMT+0530 (India Standard Time)","37594.10","37596.85","37582.05","37587.20"
"Wed Apr 13 2022 14:48:00 GMT+0530 (India Standard Time)","37588.00","37592.45","37576.80","37583.60"
"Wed Apr 13 2022 14:49:00 GMT+0530 (India Standard Time)","37587.00","37596.35","37582.25","37594.30"
"Wed Apr 13 2022 14:50:00 GMT+0530 (India Standard Time)","37592.60","37602.45","37580.55","37580.55"
"Wed Apr 13 2022 14:51:00 GMT+0530 (India Standard Time)","37583.80","37585.75","37571.80","37578.75"
"Wed Apr 13 2022 14:52:00 GMT+0530 (India Standard Time)","37576.80","37590.00","37576.80","37581.85"
"Wed Apr 13 2022 14:53:00 GMT+0530 (India Standard Time)","37581.60","37587.70","37567.50","37568.90"
"Wed Apr 13 2022 14:54:00 GMT+0530 (India Standard Time)","37569.05","37576.40","37559.60","37570.05"
"Wed Apr 13 2022 14:55:00 GMT+0530 (India Standard Time)","37570.05","37575.70","37563.90","37575.70"
"Wed Apr 13 2022 14:56:00 GMT+0530 (India Standard Time)","37574.45","37581.60","37568.65","37578.30"
"Wed Apr 13 2022 14:57:00 GMT+0530 (India Standard Time)","37579.30","37591.25","37573.35","37581.50"
"Wed Apr 13 2022 14:58:00 GMT+0530 (India Standard Time)","37585.05","37586.45","37566.15","37570.25"
"Wed Apr 13 2022 14:59:00 GMT+0530 (India Standard Time)","37569.85","37570.70","37535.35","37535.35"
"Wed Apr 13 2022 15:00:00 GMT+0530 (India Standard Time)","37535.25","37551.70","37503.05","37503.05"
"Wed Apr 13 2022 15:01:00 GMT+0530 (India Standard Time)","37505.20","37526.85","37488.40","37523.50"
"Wed Apr 13 2022 15:02:00 GMT+0530 (India Standard Time)","37521.10","37528.95","37506.15","37509.10"
"Wed Apr 13 2022 15:03:00 GMT+0530 (India Standard Time)","37509.70","37509.75","37473.20","37491.95"
"Wed Apr 13 2022 15:04:00 GMT+0530 (India Standard Time)","37491.80","37515.20","37469.00","37515.20"
"Wed Apr 13 2022 15:05:00 GMT+0530 (India Standard Time)","37515.80","37527.65","37498.65","37498.65"
"Wed Apr 13 2022 15:06:00 GMT+0530 (India Standard Time)","37500.25","37519.35","37499.10","37512.75"
"Wed Apr 13 2022 15:07:00 GMT+0530 (India Standard Time)","37512.90","37528.00","37506.40","37512.25"
"Wed Apr 13 2022 15:08:00 GMT+0530 (India Standard Time)","37511.85","37513.25","37496.90","37497.25"
"Wed Apr 13 2022 15:09:00 GMT+0530 (India Standard Time)","37499.95","37502.85","37476.75","37487.05"
"Wed Apr 13 2022 15:10:00 GMT+0530 (India Standard Time)","37489.85","37498.10","37474.80","37474.80"
"Wed Apr 13 2022 15:11:00 GMT+0530 (India Standard Time)","37475.00","37475.45","37465.20","37473.65"
"Wed Apr 13 2022 15:12:00 GMT+0530 (India Standard Time)","37472.90","37475.85","37451.45","37460.90"
"Wed Apr 13 2022 15:13:00 GMT+0530 (India Standard Time)","37461.20","37461.20","37434.55","37435.15"
"Wed Apr 13 2022 15:14:00 GMT+0530 (India Standard Time)","37439.15","37445.45","37431.15","37441.40"
"Wed Apr 13 2022 15:15:00 GMT+0530 (India Standard Time)","37442.30","37444.70","37424.00","37436.20"
"Wed Apr 13 2022 15:16:00 GMT+0530 (India Standard Time)","37444.60","37461.95","37443.10","37455.30"
"Wed Apr 13 2022 15:17:00 GMT+0530 (India Standard Time)","37464.65","37476.15","37452.85","37473.35"
"Wed Apr 13 2022 15:18:00 GMT+0530 (India Standard Time)","37470.80","37476.25","37457.10","37474.00"
"Wed Apr 13 2022 15:19:00 GMT+0530 (India Standard Time)","37474.35","37477.55","37467.50","37473.25"
"Wed Apr 13 2022 15:20:00 GMT+0530 (India Standard Time)","37475.80","37478.35","37454.75","37461.40"
"Wed Apr 13 2022 15:21:00 GMT+0530 (India Standard Time)","37462.95","37462.95","37439.40","37441.15"
"Wed Apr 13 2022 15:22:00 GMT+0530 (India Standard Time)","37446.25","37449.80","37439.65","37449.35"
"Wed Apr 13 2022 15:23:00 GMT+0530 (India Standard Time)","37446.05","37451.85","37441.90","37447.55"
"Wed Apr 13 2022 15:24:00 GMT+0530 (India Standard Time)","37448.10","37462.85","37430.55","37451.40"
"Wed Apr 13 2022 15:25:00 GMT+0530 (India Standard Time)","37452.35","37458.45","37442.45","37447.75"
"Wed Apr 13 2022 15:26:00 GMT+0530 (India Standard Time)","37448.95","37448.95","37424.45","37427.20"
"Wed Apr 13 2022 15:27:00 GMT+0530 (India Standard Time)","37427.05","37429.65","37415.50","37428.60"
"Wed Apr 13 2022 15:28:00 GMT+0530 (India Standard Time)","37431.25","37441.50","37424.95","37438.70"
"Wed Apr 13 2022 15:29:00 GMT+0530 (India Standard Time)","37430.50","37453.40","37428.20","37439.80"
"Mon Apr 18 2022 09:15:00 GMT+0530 (India Standard Time)","36833.15","36870.85","36808.85","36866.45"
"Mon Apr 18 2022 09:16:00 GMT+0530 (India Standard Time)","36869.45","36890.10","36759.90","36763.90"
"Mon Apr 18 2022 09:17:00 GMT+0530 (India Standard Time)","36765.90","36795.60","36708.10","36795.60"
"Mon Apr 18 2022 09:18:00 GMT+0530 (India Standard Time)","36797.60","36855.50","36785.70","36836.00"
"Mon Apr 18 2022 09:19:00 GMT+0530 (India Standard Time)","36832.45","36832.45","36788.35","36789.50"
"Mon Apr 18 2022 09:20:00 GMT+0530 (India Standard Time)","36789.75","36829.05","36772.45","36791.45"
"Mon Apr 18 2022 09:21:00 GMT+0530 (India Standard Time)","36793.40","36829.30","36793.40","36808.15"
"Mon Apr 18 2022 09:22:00 GMT+0530 (India Standard Time)","36806.75","36815.15","36792.30","36803.15"
"Mon Apr 18 2022 09:23:00 GMT+0530 (India Standard Time)","36810.40","36813.75","36778.15","36779.95"
"Mon Apr 18 2022 09:24:00 GMT+0530 (India Standard Time)","36780.55","36815.50","36765.55","36800.70"
"Mon Apr 18 2022 09:25:00 GMT+0530 (India Standard Time)","36801.15","36807.10","36763.85","36766.90"
"Mon Apr 18 2022 09:26:00 GMT+0530 (India Standard Time)","36771.90","36845.85","36771.90","36845.85"
"Mon Apr 18 2022 09:27:00 GMT+0530 (India Standard Time)","36843.15","36883.40","36843.15","36850.45"
"Mon Apr 18 2022 09:28:00 GMT+0530 (India Standard Time)","36853.10","36905.20","36847.20","36902.80"
"Mon Apr 18 2022 09:29:00 GMT+0530 (India Standard Time)","36900.30","36906.95","36885.15","36890.05"
"Mon Apr 18 2022 09:30:00 GMT+0530 (India Standard Time)","36888.65","36936.15","36888.65","36904.25"
"Mon Apr 18 2022 09:31:00 GMT+0530 (India Standard Time)","36904.15","36907.90","36878.10","36885.35"
"Mon Apr 18 2022 09:32:00 GMT+0530 (India Standard Time)","36881.15","36881.15","36852.35","36854.20"
"Mon Apr 18 2022 09:33:00 GMT+0530 (India Standard Time)","36856.05","36894.10","36850.40","36891.30"
"Mon Apr 18 2022 09:34:00 GMT+0530 (India Standard Time)","36891.15","36936.40","36877.35","36921.15"
"Mon Apr 18 2022 09:35:00 GMT+0530 (India Standard Time)","36923.15","36953.15","36922.50","36945.40"
"Mon Apr 18 2022 09:36:00 GMT+0530 (India Standard Time)","36950.25","36962.30","36941.40","36955.60"
"Mon Apr 18 2022 09:37:00 GMT+0530 (India Standard Time)","36957.95","36957.95","36905.20","36908.50"
"Mon Apr 18 2022 09:38:00 GMT+0530 (India Standard Time)","36909.40","36911.80","36886.75","36908.90"
"Mon Apr 18 2022 09:39:00 GMT+0530 (India Standard Time)","36911.50","36918.35","36900.30","36910.25"
"Mon Apr 18 2022 09:40:00 GMT+0530 (India Standard Time)","36907.35","36938.10","36898.15","36931.35"
"Mon Apr 18 2022 09:41:00 GMT+0530 (India Standard Time)","36927.00","36932.20","36910.85","36916.10"
"Mon Apr 18 2022 09:42:00 GMT+0530 (India Standard Time)","36916.70","36932.60","36908.45","36912.65"
"Mon Apr 18 2022 09:43:00 GMT+0530 (India Standard Time)","36915.50","36915.50","36899.00","36909.90"
"Mon Apr 18 2022 09:44:00 GMT+0530 (India Standard Time)","36909.80","36964.80","36909.80","36963.25"
"Mon Apr 18 2022 09:45:00 GMT+0530 (India Standard Time)","36959.40","36962.15","36899.85","36899.85"
