"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"Thu Oct 12 2023 13:55:00 GMT+0530 (India Standard Time)","44596.55","44597.95","44576.55","44593.80","0","0.01","0"
"Thu Oct 12 2023 14:00:00 GMT+0530 (India Standard Time)","44595.10","44601.55","44578.05","44591.15","-0.01","0","0"
"Thu Oct 12 2023 14:05:00 GMT+0530 (India Standard Time)","44595.05","44601.50","44562.55","44568.80","-0.05","-0.05","0"
"Thu Oct 12 2023 14:10:00 GMT+0530 (India Standard Time)","44569.00","44592.70","44566.70","44592.25","0.05","0.06","0"
"Thu Oct 12 2023 14:15:00 GMT+0530 (India Standard Time)","44589.25","44604.50","44576.25","44579.75","-0.03","-0.02","0"
"Thu Oct 12 2023 14:20:00 GMT+0530 (India Standard Time)","44583.20","44589.30","44568.35","44580.10","0","0.01","0"
"Thu Oct 12 2023 14:25:00 GMT+0530 (India Standard Time)","44578.15","44595.20","44569.35","44590.70","0.02","0.03","0"
"Thu Oct 12 2023 14:30:00 GMT+0530 (India Standard Time)","44589.85","44620.55","44586.80","44613.65","0.05","0.06","0"
"Thu Oct 12 2023 14:35:00 GMT+0530 (India Standard Time)","44613.30","44622.80","44584.35","44595.25","-0.04","-0.04","0"
"Thu Oct 12 2023 14:40:00 GMT+0530 (India Standard Time)","44594.20","44625.40","44589.70","44614.85","0.04","0.05","0"
"Thu Oct 12 2023 14:45:00 GMT+0530 (India Standard Time)","44615.95","44629.35","44606.15","44623.85","0.02","0.02","0"
"Thu Oct 12 2023 14:50:00 GMT+0530 (India Standard Time)","44623.55","44627.05","44600.15","44618.20","-0.01","-0.01","0"
"Thu Oct 12 2023 14:55:00 GMT+0530 (India Standard Time)","44617.80","44624.70","44593.80","44608.55","-0.02","-0.02","0"
"Thu Oct 12 2023 15:00:00 GMT+0530 (India Standard Time)","44611.40","44617.05","44584.85","44593.35","-0.03","-0.03","0"
"Thu Oct 12 2023 15:05:00 GMT+0530 (India Standard Time)","44593.90","44627.15","44582.35","44623.70","0.07","0.07","0"
"Thu Oct 12 2023 15:10:00 GMT+0530 (India Standard Time)","44630.10","44632.45","44596.95","44610.50","-0.03","-0.03","0"
"Thu Oct 12 2023 15:15:00 GMT+0530 (India Standard Time)","44609.05","44622.80","44595.40","44604.00","-0.01","-0.01","0"
"Thu Oct 12 2023 15:20:00 GMT+0530 (India Standard Time)","44608.55","44611.95","44583.35","44584.35","-0.04","-0.04","0"
"Thu Oct 12 2023 15:25:00 GMT+0530 (India Standard Time)","44586.30","44603.85","44570.85","44570.85","-0.03","-0.03","0"
"Fri Oct 13 2023 09:15:00 GMT+0530 (India Standard Time)","44322.05","44380.55","44221.60","44327.10","-0.55","-0.54","0"
"Fri Oct 13 2023 09:20:00 GMT+0530 (India Standard Time)","44331.15","44350.35","44305.65","44345.60","0.04","0.05","0"
"Fri Oct 13 2023 09:25:00 GMT+0530 (India Standard Time)","44349.15","44367.95","44326.45","44328.25","-0.04","-0.03","0"
"Fri Oct 13 2023 09:30:00 GMT+0530 (India Standard Time)","44329.00","44348.55","44278.00","44300.45","-0.06","-0.06","0"
"Fri Oct 13 2023 09:35:00 GMT+0530 (India Standard Time)","44299.80","44306.65","44263.85","44286.65","-0.03","-0.03","0"
"Fri Oct 13 2023 09:40:00 GMT+0530 (India Standard Time)","44291.25","44292.20","44247.95","44259.70","-0.06","-0.06","0"
"Fri Oct 13 2023 09:45:00 GMT+0530 (India Standard Time)","44251.55","44258.95","44228.05","44249.45","-0.02","-0.02","0"
"Fri Oct 13 2023 09:50:00 GMT+0530 (India Standard Time)","44252.80","44277.95","44214.45","44259.40","0.02","0.03","0"
"Fri Oct 13 2023 09:55:00 GMT+0530 (India Standard Time)","44261.05","44290.60","44255.05","44274.25","0.03","0.04","0"
"Fri Oct 13 2023 10:00:00 GMT+0530 (India Standard Time)","44279.15","44280.35","44224.55","44241.75","-0.07","-0.07","0"
"Fri Oct 13 2023 10:05:00 GMT+0530 (India Standard Time)","44235.60","44261.45","44226.30","44248.95","0.02","0.02","0"
"Fri Oct 13 2023 10:10:00 GMT+0530 (India Standard Time)","44250.25","44258.35","44239.70","44242.25","-0.02","-0.01","0"
"Fri Oct 13 2023 10:15:00 GMT+0530 (India Standard Time)","44245.60","44247.80","44207.80","44217.95","-0.05","-0.05","0"
"Fri Oct 13 2023 10:20:00 GMT+0530 (India Standard Time)","44225.35","44232.15","44204.85","44232.15","0.03","0.04","0"
"Fri Oct 13 2023 10:25:00 GMT+0530 (India Standard Time)","44232.35","44242.25","44220.10","44222.80","-0.02","-0.02","0"
"Fri Oct 13 2023 10:30:00 GMT+0530 (India Standard Time)","44221.20","44278.35","44215.00","44272.95","0.11","0.12","0"
"Fri Oct 13 2023 10:35:00 GMT+0530 (India Standard Time)","44274.45","44288.70","44260.50","44280.35","0.02","0.02","0"
"Fri Oct 13 2023 10:40:00 GMT+0530 (India Standard Time)","44276.80","44285.85","44251.15","44263.45","-0.04","-0.03","0"
"Fri Oct 13 2023 10:45:00 GMT+0530 (India Standard Time)","44264.40","44265.20","44238.80","44243.00","-0.05","-0.04","0"
"Fri Oct 13 2023 10:50:00 GMT+0530 (India Standard Time)","44241.75","44254.95","44235.10","44242.85","0","0","0"
"Fri Oct 13 2023 10:55:00 GMT+0530 (India Standard Time)","44242.20","44251.55","44217.50","44235.15","-0.02","-0.01","0"
"Fri Oct 13 2023 11:00:00 GMT+0530 (India Standard Time)","44232.40","44246.35","44216.75","44244.45","0.02","0.03","0"
"Fri Oct 13 2023 11:05:00 GMT+0530 (India Standard Time)","44245.65","44264.15","44236.50","44261.65","0.04","0.04","0"
"Fri Oct 13 2023 11:10:00 GMT+0530 (India Standard Time)","44260.65","44273.40","44256.60","44260.75","0","0","0"
"Fri Oct 13 2023 11:15:00 GMT+0530 (India Standard Time)","44256.80","44287.35","44249.55","44279.50","0.04","0.05","0"
"Fri Oct 13 2023 11:20:00 GMT+0530 (India Standard Time)","44279.95","44296.05","44274.00","44295.60","0.04","0.04","0"
"Fri Oct 13 2023 11:25:00 GMT+0530 (India Standard Time)","44293.90","44306.85","44285.65","44293.90","0","0","0"
"Fri Oct 13 2023 11:30:00 GMT+0530 (India Standard Time)","44294.85","44302.45","44282.45","44293.00","0","0","0"
"Fri Oct 13 2023 11:35:00 GMT+0530 (India Standard Time)","44298.20","44316.45","44293.50","44297.80","0.01","0.02","0"
"Fri Oct 13 2023 11:40:00 GMT+0530 (India Standard Time)","44305.10","44306.40","44285.05","44293.80","-0.01","0","0"
"Fri Oct 13 2023 11:45:00 GMT+0530 (India Standard Time)","44299.95","44303.05","44284.65","44290.90","-0.01","0","0"
"Fri Oct 13 2023 11:50:00 GMT+0530 (India Standard Time)","44288.40","44302.40","44276.90","44294.65","0.01","0.01","0"
"Fri Oct 13 2023 11:55:00 GMT+0530 (India Standard Time)","44305.20","44305.95","44278.90","44282.20","-0.03","-0.02","0"
"Fri Oct 13 2023 12:00:00 GMT+0530 (India Standard Time)","44286.95","44288.80","44276.10","44284.05","0","0.01","0"
"Fri Oct 13 2023 12:05:00 GMT+0530 (India Standard Time)","44287.30","44290.35","44249.10","44253.55","-0.07","-0.06","0"
"Fri Oct 13 2023 12:10:00 GMT+0530 (India Standard Time)","44258.80","44263.40","44243.45","44246.15","-0.02","-0.01","0"
"Fri Oct 13 2023 12:15:00 GMT+0530 (India Standard Time)","44253.70","44282.15","44247.90","44275.05","0.07","0.07","0"
"Fri Oct 13 2023 12:20:00 GMT+0530 (India Standard Time)","44279.55","44304.00","44274.80","44296.45","0.05","0.05","0"
"Fri Oct 13 2023 12:25:00 GMT+0530 (India Standard Time)","44302.90","44312.85","44292.95","44302.35","0.01","0.02","0"
"Fri Oct 13 2023 12:30:00 GMT+0530 (India Standard Time)","44300.75","44303.50","44281.55","44294.20","-0.02","-0.01","0"
"Fri Oct 13 2023 12:35:00 GMT+0530 (India Standard Time)","44301.70","44308.40","44282.40","44287.35","-0.02","-0.01","0"
"Fri Oct 13 2023 12:40:00 GMT+0530 (India Standard Time)","44289.45","44315.65","44285.55","44313.35","0.06","0.06","0"
"Fri Oct 13 2023 12:45:00 GMT+0530 (India Standard Time)","44318.95","44333.10","44301.15","44301.15","-0.03","-0.02","0"
"Fri Oct 13 2023 12:50:00 GMT+0530 (India Standard Time)","44303.65","44311.30","44286.75","44298.50","-0.01","0","0"
"Fri Oct 13 2023 12:55:00 GMT+0530 (India Standard Time)","44304.75","44310.10","44287.60","44301.95","0.01","0.01","0"
"Fri Oct 13 2023 13:00:00 GMT+0530 (India Standard Time)","44304.60","44327.65","44298.80","44326.10","0.05","0.06","0"
"Fri Oct 13 2023 13:05:00 GMT+0530 (India Standard Time)","44327.45","44352.00","44323.40","44341.25","0.03","0.04","0"
"Fri Oct 13 2023 13:10:00 GMT+0530 (India Standard Time)","44342.10","44364.40","44330.70","44340.50","0","0","0"
"Fri Oct 13 2023 13:15:00 GMT+0530 (India Standard Time)","44345.55","44349.25","44328.70","44332.60","-0.02","-0.01","0"
"Fri Oct 13 2023 13:20:00 GMT+0530 (India Standard Time)","44335.85","44341.80","44305.75","44317.95","-0.03","-0.03","0"
"Fri Oct 13 2023 13:25:00 GMT+0530 (India Standard Time)","44316.15","44319.35","44290.65","44293.20","-0.06","-0.05","0"
"Fri Oct 13 2023 13:30:00 GMT+0530 (India Standard Time)","44300.15","44327.25","44292.90","44323.85","0.07","0.07","0"
"Fri Oct 13 2023 13:35:00 GMT+0530 (India Standard Time)","44323.00","44345.65","44318.20","44327.20","0.01","0.01","0"
"Fri Oct 13 2023 13:40:00 GMT+0530 (India Standard Time)","44331.45","44331.45","44293.40","44323.70","-0.01","0","0"
"Fri Oct 13 2023 13:45:00 GMT+0530 (India Standard Time)","44327.10","44333.75","44306.55","44314.30","-0.02","-0.02","0"
"Fri Oct 13 2023 13:50:00 GMT+0530 (India Standard Time)","44314.55","44344.40","44311.45","44317.10","0.01","0.01","0"
"Fri Oct 13 2023 13:55:00 GMT+0530 (India Standard Time)","44322.45","44349.85","44312.70","44343.45","0.06","0.06","0"
"Fri Oct 13 2023 14:00:00 GMT+0530 (India Standard Time)","44347.95","44370.35","44342.05","44359.80","0.04","0.04","0"
"Fri Oct 13 2023 14:05:00 GMT+0530 (India Standard Time)","44364.70","44465.65","44355.75","44465.65","0.24","0.24","0"
"Fri Oct 13 2023 14:10:00 GMT+0530 (India Standard Time)","44466.85","44510.55","44448.00","44503.80","0.09","0.09","0"
