"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"Thu Jun 09 2022 14:55:00 GMT+0530 (India Standard Time)","34961.45","34984.60","34947.70","34947.70","-0.04","-0.03","0"
"Thu Jun 09 2022 15:00:00 GMT+0530 (India Standard Time)","34955.85","35052.60","34950.55","35052.60","0.30","0.30","0"
"Thu Jun 09 2022 15:05:00 GMT+0530 (India Standard Time)","35046.40","35084.45","35020.75","35081.25","0.08","0.09","0"
"Thu Jun 09 2022 15:10:00 GMT+0530 (India Standard Time)","35081.50","35100.65","35058.10","35096.20","0.04","0.05","0"
"Thu Jun 09 2022 15:15:00 GMT+0530 (India Standard Time)","35098.35","35131.65","35087.70","35108.65","0.04","0.04","0"
"Thu Jun 09 2022 15:20:00 GMT+0530 (India Standard Time)","35107.20","35147.60","35090.95","35142.80","0.10","0.10","0"
"Thu Jun 09 2022 15:25:00 GMT+0530 (India Standard Time)","35141.85","35148.75","35094.65","35116.80","-0.07","-0.07","0"
"Fri Jun 10 2022 09:15:00 GMT+0530 (India Standard Time)","34686.95","34741.70","34660.20","34701.10","-1.18","-1.18","0"
"Fri Jun 10 2022 09:20:00 GMT+0530 (India Standard Time)","34699.30","34744.90","34662.75","34683.50","-0.05","-0.05","0"
"Fri Jun 10 2022 09:25:00 GMT+0530 (India Standard Time)","34684.25","34692.25","34585.10","34588.60","-0.27","-0.27","0"
"Fri Jun 10 2022 09:30:00 GMT+0530 (India Standard Time)","34593.10","34624.20","34570.25","34615.55","0.08","0.08","0"
"Fri Jun 10 2022 09:35:00 GMT+0530 (India Standard Time)","34614.60","34655.75","34593.45","34637.80","0.06","0.07","0"
"Fri Jun 10 2022 09:40:00 GMT+0530 (India Standard Time)","34636.80","34663.00","34619.55","34636.05","-0.01","0","0"
"Fri Jun 10 2022 09:45:00 GMT+0530 (India Standard Time)","34634.05","34644.75","34603.75","34631.40","-0.01","-0.01","0"
"Fri Jun 10 2022 09:50:00 GMT+0530 (India Standard Time)","34629.35","34656.75","34612.85","34625.10","-0.02","-0.01","0"
"Fri Jun 10 2022 09:55:00 GMT+0530 (India Standard Time)","34624.25","34629.30","34601.90","34622.40","-0.01","0","0"
"Fri Jun 10 2022 10:00:00 GMT+0530 (India Standard Time)","34624.95","34666.35","34607.50","34657.50","0.10","0.11","0"
"Fri Jun 10 2022 10:05:00 GMT+0530 (India Standard Time)","34656.75","34656.95","34602.85","34612.90","-0.13","-0.12","0"
"Fri Jun 10 2022 10:10:00 GMT+0530 (India Standard Time)","34608.95","34634.00","34600.95","34631.75","0.05","0.06","0"
"Fri Jun 10 2022 10:15:00 GMT+0530 (India Standard Time)","34629.65","34639.55","34610.55","34635.95","0.01","0.02","0"
"Fri Jun 10 2022 10:20:00 GMT+0530 (India Standard Time)","34635.85","34679.95","34630.00","34637.30","0","0.01","0"
"Fri Jun 10 2022 10:25:00 GMT+0530 (India Standard Time)","34640.30","34652.35","34632.90","34649.70","0.04","0.04","0"
"Fri Jun 10 2022 10:30:00 GMT+0530 (India Standard Time)","34651.60","34667.80","34643.30","34664.50","0.04","0.05","0"
"Fri Jun 10 2022 10:35:00 GMT+0530 (India Standard Time)","34662.85","34669.20","34641.90","34646.65","-0.05","-0.05","0"
"Fri Jun 10 2022 10:40:00 GMT+0530 (India Standard Time)","34648.30","34660.00","34634.75","34646.70","0","0","0"
"Fri Jun 10 2022 10:45:00 GMT+0530 (India Standard Time)","34649.45","34661.55","34635.90","34648.85","0.01","0.01","0"
"Fri Jun 10 2022 10:50:00 GMT+0530 (India Standard Time)","34649.10","34649.10","34603.95","34618.65","-0.09","-0.08","0"
"Fri Jun 10 2022 10:55:00 GMT+0530 (India Standard Time)","34619.55","34632.60","34608.20","34630.05","0.03","0.04","0"
"Fri Jun 10 2022 11:00:00 GMT+0530 (India Standard Time)","34628.60","34658.45","34628.60","34636.90","0.02","0.02","0"
"Fri Jun 10 2022 11:05:00 GMT+0530 (India Standard Time)","34636.05","34653.95","34627.25","34641.10","0.01","0.02","0"
"Fri Jun 10 2022 11:10:00 GMT+0530 (India Standard Time)","34641.40","34645.45","34621.20","34636.75","-0.01","-0.01","0"
"Fri Jun 10 2022 11:15:00 GMT+0530 (India Standard Time)","34637.95","34638.90","34619.35","34631.50","-0.02","-0.01","0"
"Fri Jun 10 2022 11:20:00 GMT+0530 (India Standard Time)","34630.65","34636.50","34617.10","34623.80","-0.02","-0.02","0"
"Fri Jun 10 2022 11:25:00 GMT+0530 (India Standard Time)","34624.75","34635.20","34564.25","34564.25","-0.17","-0.17","0"
"Fri Jun 10 2022 11:30:00 GMT+0530 (India Standard Time)","34560.55","34575.10","34538.20","34558.20","-0.02","-0.01","0"
"Fri Jun 10 2022 11:35:00 GMT+0530 (India Standard Time)","34554.55","34574.35","34547.80","34562.00","0.01","0.01","0"
"Fri Jun 10 2022 11:40:00 GMT+0530 (India Standard Time)","34561.45","34589.40","34561.30","34570.40","0.02","0.03","0"
"Fri Jun 10 2022 11:45:00 GMT+0530 (India Standard Time)","34569.45","34574.80","34555.90","34565.55","-0.01","-0.01","0"
"Fri Jun 10 2022 11:50:00 GMT+0530 (India Standard Time)","34563.70","34567.90","34539.65","34552.95","-0.04","-0.03","0"
"Fri Jun 10 2022 11:55:00 GMT+0530 (India Standard Time)","34555.15","34587.85","34543.20","34587.85","0.10","0.10","0"
