"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"Mon Nov 28 2022 14:05:00 GMT+0530 (India Standard Time)","43053.50","43053.95","43009.20","43012.40","-0.10","-0.10","0"
"Mon Nov 28 2022 14:10:00 GMT+0530 (India Standard Time)","43014.75","43043.60","43001.05","43025.90","0.03","0.03","0"
"Mon Nov 28 2022 14:15:00 GMT+0530 (India Standard Time)","43025.55","43032.55","42999.00","43012.65","-0.03","-0.03","0"
"Mon Nov 28 2022 14:20:00 GMT+0530 (India Standard Time)","43015.20","43069.40","43010.75","43062.55","0.12","0.11","0"
"Mon Nov 28 2022 14:25:00 GMT+0530 (India Standard Time)","43060.85","43081.10","43036.80","43036.80","-0.06","-0.06","0"
"Mon Nov 28 2022 14:30:00 GMT+0530 (India Standard Time)","43036.35","43044.40","43008.25","43021.90","-0.03","-0.04","0"
"Mon Nov 28 2022 14:35:00 GMT+0530 (India Standard Time)","43022.20","43055.15","43022.20","43053.55","0.07","0.07","0"
"Mon Nov 28 2022 14:40:00 GMT+0530 (India Standard Time)","43050.90","43065.15","43033.80","43046.55","-0.02","-0.02","0"
"Mon Nov 28 2022 14:45:00 GMT+0530 (India Standard Time)","43041.85","43080.95","43041.85","43071.70","0.06","0.06","0"
"Mon Nov 28 2022 14:50:00 GMT+0530 (India Standard Time)","43071.45","43121.70","43071.45","43110.75","0.09","0.09","0"
"Mon Nov 28 2022 14:55:00 GMT+0530 (India Standard Time)","43106.65","43134.00","43085.40","43121.15","0.02","0.02","0"
"Mon Nov 28 2022 15:00:00 GMT+0530 (India Standard Time)","43116.45","43129.20","43080.00","43092.30","-0.07","-0.07","0"
"Mon Nov 28 2022 15:05:00 GMT+0530 (India Standard Time)","43093.05","43094.40","43000.70","43005.60","-0.20","-0.20","0"
"Mon Nov 28 2022 15:10:00 GMT+0530 (India Standard Time)","43008.05","43044.90","43001.80","43016.10","0.02","0.02","0"
"Mon Nov 28 2022 15:15:00 GMT+0530 (India Standard Time)","43016.45","43037.30","42976.00","42976.00","-0.09","-0.10","0"
"Mon Nov 28 2022 15:20:00 GMT+0530 (India Standard Time)","42975.90","43006.30","42969.15","42974.55","0","-0.01","0"
"Mon Nov 28 2022 15:25:00 GMT+0530 (India Standard Time)","42975.80","42997.05","42961.75","42983.20","0.02","0.02","0"
"Tue Nov 29 2022 09:15:00 GMT+0530 (India Standard Time)","42959.40","43131.60","42959.40","43127.70","0.34","0.33","0"
"Tue Nov 29 2022 09:20:00 GMT+0530 (India Standard Time)","43132.90","43149.45","43105.75","43138.80","0.03","0.02","0"
"Tue Nov 29 2022 09:25:00 GMT+0530 (India Standard Time)","43140.05","43185.55","43134.90","43173.70","0.08","0.08","0"
"Tue Nov 29 2022 09:30:00 GMT+0530 (India Standard Time)","43172.20","43198.75","43151.40","43195.70","0.05","0.05","0"
"Tue Nov 29 2022 09:35:00 GMT+0530 (India Standard Time)","43192.25","43214.40","43171.25","43202.90","0.02","0.01","0"
"Tue Nov 29 2022 09:40:00 GMT+0530 (India Standard Time)","43200.35","43214.35","43189.25","43200.70","-0.01","-0.01","0"
"Tue Nov 29 2022 09:45:00 GMT+0530 (India Standard Time)","43201.80","43215.10","43162.95","43174.65","-0.06","-0.06","0"
"Tue Nov 29 2022 09:50:00 GMT+0530 (India Standard Time)","43176.70","43199.50","43159.70","43179.00","0.01","0.01","0"
"Tue Nov 29 2022 09:55:00 GMT+0530 (India Standard Time)","43178.55","43204.25","43177.10","43196.95","0.04","0.04","0"
"Tue Nov 29 2022 10:00:00 GMT+0530 (India Standard Time)","43196.20","43203.35","43170.75","43173.80","-0.05","-0.06","0"
"Tue Nov 29 2022 10:05:00 GMT+0530 (India Standard Time)","43172.80","43198.30","43166.85","43193.30","0.05","0.04","0"
"Tue Nov 29 2022 10:10:00 GMT+0530 (India Standard Time)","43192.20","43241.60","43190.50","43228.55","0.08","0.08","0"
"Tue Nov 29 2022 10:15:00 GMT+0530 (India Standard Time)","43229.25","43250.05","43229.25","43239.90","0.03","0.02","0"
"Tue Nov 29 2022 10:20:00 GMT+0530 (India Standard Time)","43239.65","43244.65","43223.25","43244.65","0.01","0.01","0"
"Tue Nov 29 2022 10:25:00 GMT+0530 (India Standard Time)","43244.15","43255.95","43231.40","43248.80","0.01","0.01","0"
"Tue Nov 29 2022 10:30:00 GMT+0530 (India Standard Time)","43247.80","43254.55","43228.65","43243.25","-0.01","-0.02","0"
"Tue Nov 29 2022 10:35:00 GMT+0530 (India Standard Time)","43243.10","43247.95","43208.80","43221.10","-0.05","-0.05","0"
"Tue Nov 29 2022 10:40:00 GMT+0530 (India Standard Time)","43222.75","43238.05","43216.00","43224.05","0.01","0","0"
"Tue Nov 29 2022 10:45:00 GMT+0530 (India Standard Time)","43223.85","43240.20","43220.90","43234.05","0.02","0.02","0"
"Tue Nov 29 2022 10:50:00 GMT+0530 (India Standard Time)","43236.05","43237.65","43215.05","43221.35","-0.03","-0.03","0"
"Tue Nov 29 2022 10:55:00 GMT+0530 (India Standard Time)","43222.95","43238.80","43213.55","43234.25","0.03","0.03","0"
"Tue Nov 29 2022 11:00:00 GMT+0530 (India Standard Time)","43236.40","43262.05","43231.85","43253.35","0.04","0.04","0"
"Tue Nov 29 2022 11:05:00 GMT+0530 (India Standard Time)","43257.30","43278.20","43254.15","43263.90","0.02","0.02","0"
"Tue Nov 29 2022 11:10:00 GMT+0530 (India Standard Time)","43264.80","43275.85","43254.05","43256.40","-0.02","-0.02","0"
"Tue Nov 29 2022 11:15:00 GMT+0530 (India Standard Time)","43253.05","43269.80","43242.35","43243.05","-0.03","-0.03","0"
"Tue Nov 29 2022 11:20:00 GMT+0530 (India Standard Time)","43242.75","43253.00","43212.40","43219.75","-0.05","-0.06","0"
"Tue Nov 29 2022 11:25:00 GMT+0530 (India Standard Time)","43219.65","43223.20","43189.85","43205.30","-0.03","-0.04","0"
"Tue Nov 29 2022 11:30:00 GMT+0530 (India Standard Time)","43204.80","43211.95","43184.25","43192.45","-0.03","-0.03","0"
"Tue Nov 29 2022 11:35:00 GMT+0530 (India Standard Time)","43188.55","43218.10","43183.60","43204.45","0.03","0.03","0"
"Tue Nov 29 2022 11:40:00 GMT+0530 (India Standard Time)","43202.95","43208.75","43185.75","43191.65","-0.03","-0.03","0"
