"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"Mon Jun 27 2022 15:05:00 GMT+0530 (India Standard Time)","33749.35","33787.15","33746.10","33770.90","0.06","0.06","0"
"Mon Jun 27 2022 15:10:00 GMT+0530 (India Standard Time)","33770.90","33834.50","33770.90","33814.65","0.13","0.13","0"
"Mon Jun 27 2022 15:15:00 GMT+0530 (India Standard Time)","33811.40","33871.35","33801.45","33852.55","0.11","0.11","0"
"Mon Jun 27 2022 15:20:00 GMT+0530 (India Standard Time)","33856.10","33861.30","33816.50","33834.45","-0.05","-0.06","0"
"Mon Jun 27 2022 15:25:00 GMT+0530 (India Standard Time)","33834.40","33842.90","33794.45","33814.80","-0.06","-0.06","0"
"Tue Jun 28 2022 09:15:00 GMT+0530 (India Standard Time)","33578.20","33688.95","33578.20","33625.70","-0.56","-0.56","0"
"Tue Jun 28 2022 09:20:00 GMT+0530 (India Standard Time)","33624.70","33624.70","33574.55","33610.10","-0.05","-0.05","0"
"Tue Jun 28 2022 09:25:00 GMT+0530 (India Standard Time)","33613.30","33629.40","33581.40","33591.95","-0.05","-0.06","0"
"Tue Jun 28 2022 09:30:00 GMT+0530 (India Standard Time)","33592.30","33659.25","33580.60","33659.25","0.20","0.20","0"
"Tue Jun 28 2022 09:35:00 GMT+0530 (India Standard Time)","33662.80","33691.40","33628.30","33628.30","-0.09","-0.09","0"
"Tue Jun 28 2022 09:40:00 GMT+0530 (India Standard Time)","33629.95","33639.65","33600.15","33618.20","-0.03","-0.03","0"
"Tue Jun 28 2022 09:45:00 GMT+0530 (India Standard Time)","33618.75","33639.60","33593.20","33604.25","-0.04","-0.04","0"
"Tue Jun 28 2022 09:50:00 GMT+0530 (India Standard Time)","33601.65","33626.85","33546.20","33550.10","-0.16","-0.16","0"
"Tue Jun 28 2022 09:55:00 GMT+0530 (India Standard Time)","33551.20","33563.45","33519.95","33519.95","-0.09","-0.09","0"
"Tue Jun 28 2022 10:00:00 GMT+0530 (India Standard Time)","33520.50","33557.30","33503.50","33557.30","0.11","0.11","0"
