"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"Tue Feb 28 2023 11:00:00 GMT+0530 (India Standard Time)","40290.25","40328.10","40278.95","40291.00","0","0","0"
"Tue Feb 28 2023 11:05:00 GMT+0530 (India Standard Time)","40291.25","40315.25","40272.40","40276.25","-0.04","-0.03","0"
"Tue Feb 28 2023 11:10:00 GMT+0530 (India Standard Time)","40279.05","40299.00","40268.65","40295.05","0.05","0.05","0"
"Tue Feb 28 2023 11:15:00 GMT+0530 (India Standard Time)","40291.15","40323.30","40274.75","40277.15","-0.04","-0.04","0"
"Tue Feb 28 2023 11:20:00 GMT+0530 (India Standard Time)","40277.45","40280.20","40262.05","40277.60","0","0","0"
"Tue Feb 28 2023 11:25:00 GMT+0530 (India Standard Time)","40276.10","40280.15","40252.15","40270.90","-0.02","-0.01","0"
"Tue Feb 28 2023 11:30:00 GMT+0530 (India Standard Time)","40271.20","40309.80","40254.40","40280.80","0.02","0.03","0"
"Tue Feb 28 2023 11:35:00 GMT+0530 (India Standard Time)","40279.50","40300.95","40275.10","40275.50","-0.01","-0.01","0"
"Tue Feb 28 2023 11:40:00 GMT+0530 (India Standard Time)","40273.80","40279.10","40242.15","40242.50","-0.08","-0.08","0"
"Tue Feb 28 2023 11:45:00 GMT+0530 (India Standard Time)","40240.85","40347.70","40240.85","40281.90","0.10","0.10","0"
"Tue Feb 28 2023 11:50:00 GMT+0530 (India Standard Time)","40278.20","40309.40","40254.40","40301.20","0.05","0.05","0"
"Tue Feb 28 2023 11:55:00 GMT+0530 (India Standard Time)","40301.40","40310.85","40238.65","40245.05","-0.14","-0.14","0"
"Tue Feb 28 2023 12:00:00 GMT+0530 (India Standard Time)","40245.50","40293.65","40221.40","40245.70","0","0","0"
"Tue Feb 28 2023 12:05:00 GMT+0530 (India Standard Time)","40251.30","40294.90","40234.65","40252.60","0.02","0.02","0"
"Tue Feb 28 2023 12:10:00 GMT+0530 (India Standard Time)","40260.20","40301.35","40246.30","40301.30","0.12","0.12","0"
"Tue Feb 28 2023 12:15:00 GMT+0530 (India Standard Time)","40300.45","40344.40","40299.05","40325.35","0.06","0.06","0"
"Tue Feb 28 2023 12:20:00 GMT+0530 (India Standard Time)","40325.05","40356.05","40325.05","40329.75","0.01","0.01","0"
"Tue Feb 28 2023 12:25:00 GMT+0530 (India Standard Time)","40329.55","40341.10","40261.50","40341.10","0.03","0.03","0"
"Tue Feb 28 2023 12:30:00 GMT+0530 (India Standard Time)","40342.80","40349.60","40312.85","40322.40","-0.05","-0.04","0"
"Tue Feb 28 2023 12:35:00 GMT+0530 (India Standard Time)","40320.25","40327.40","40284.80","40284.80","-0.09","-0.09","0"
"Tue Feb 28 2023 12:40:00 GMT+0530 (India Standard Time)","40286.65","40288.10","40236.95","40238.05","-0.12","-0.11","0"
"Tue Feb 28 2023 12:45:00 GMT+0530 (India Standard Time)","40241.20","40274.35","40241.20","40260.50","0.06","0.06","0"
"Tue Feb 28 2023 12:50:00 GMT+0530 (India Standard Time)","40261.50","40276.55","40242.05","40257.50","-0.01","0","0"
"Tue Feb 28 2023 12:55:00 GMT+0530 (India Standard Time)","40252.70","40295.50","40247.65","40274.70","0.04","0.05","0"
"Tue Feb 28 2023 13:00:00 GMT+0530 (India Standard Time)","40275.90","40296.50","40260.80","40265.00","-0.02","-0.02","0"
"Tue Feb 28 2023 13:05:00 GMT+0530 (India Standard Time)","40263.45","40348.75","40259.65","40346.60","0.20","0.21","0"
"Tue Feb 28 2023 13:10:00 GMT+0530 (India Standard Time)","40346.05","40353.00","40261.20","40272.30","-0.18","-0.18","0"
"Tue Feb 28 2023 13:15:00 GMT+0530 (India Standard Time)","40272.70","40283.65","40249.00","40274.75","0.01","0.01","0"
"Tue Feb 28 2023 13:20:00 GMT+0530 (India Standard Time)","40272.35","40325.35","40269.40","40270.10","-0.01","-0.01","0"
"Tue Feb 28 2023 13:25:00 GMT+0530 (India Standard Time)","40268.20","40273.50","40245.95","40263.85","-0.02","-0.01","0"
"Tue Feb 28 2023 13:30:00 GMT+0530 (India Standard Time)","40263.20","40319.30","40251.15","40317.95","0.13","0.14","0"
"Tue Feb 28 2023 13:35:00 GMT+0530 (India Standard Time)","40321.90","40337.75","40254.00","40283.20","-0.09","-0.08","0"
"Tue Feb 28 2023 13:40:00 GMT+0530 (India Standard Time)","40284.00","40287.60","40265.40","40269.55","-0.03","-0.03","0"
"Tue Feb 28 2023 13:45:00 GMT+0530 (India Standard Time)","40269.55","40311.30","40248.20","40309.00","0.10","0.10","0"
"Tue Feb 28 2023 13:50:00 GMT+0530 (India Standard Time)","40311.20","40316.90","40223.70","40262.10","-0.12","-0.11","0"
"Tue Feb 28 2023 13:55:00 GMT+0530 (India Standard Time)","40266.45","40268.60","40228.60","40229.15","-0.08","-0.08","0"
"Tue Feb 28 2023 14:00:00 GMT+0530 (India Standard Time)","40232.45","40240.95","40152.35","40166.65","-0.16","-0.15","0"
"Tue Feb 28 2023 14:05:00 GMT+0530 (India Standard Time)","40166.00","40171.60","40084.75","40091.85","-0.19","-0.18","0"
"Tue Feb 28 2023 14:10:00 GMT+0530 (India Standard Time)","40092.45","40151.35","40078.95","40079.10","-0.03","-0.03","0"
"Tue Feb 28 2023 14:15:00 GMT+0530 (India Standard Time)","40077.05","40125.85","40075.30","40124.10","0.11","0.11","0"
"Tue Feb 28 2023 14:20:00 GMT+0530 (India Standard Time)","40122.90","40137.40","40113.90","40132.00","0.02","0.02","0"
"Tue Feb 28 2023 14:25:00 GMT+0530 (India Standard Time)","40133.90","40226.80","40131.75","40207.10","0.19","0.19","0"
"Tue Feb 28 2023 14:30:00 GMT+0530 (India Standard Time)","40203.85","40243.55","40202.30","40204.10","-0.01","0","0"
"Tue Feb 28 2023 14:35:00 GMT+0530 (India Standard Time)","40206.00","40226.50","40185.20","40200.70","-0.01","-0.01","0"
"Tue Feb 28 2023 14:40:00 GMT+0530 (India Standard Time)","40205.50","40234.60","40156.80","40178.35","-0.06","-0.05","0"
"Tue Feb 28 2023 14:45:00 GMT+0530 (India Standard Time)","40177.35","40246.20","40177.35","40223.50","0.11","0.11","0"
