"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"Wed Jul 13 2022 15:05:00 GMT+0530 (India Standard Time)","34784.55","34805.45","34772.55","34786.75","0","-0.01","0"
"Wed Jul 13 2022 15:10:00 GMT+0530 (India Standard Time)","34794.50","34821.85","34782.20","34818.65","0.09","0.08","0"
"Wed Jul 13 2022 15:15:00 GMT+0530 (India Standard Time)","34816.15","34874.55","34808.25","34861.30","0.12","0.11","0"
"Wed Jul 13 2022 15:20:00 GMT+0530 (India Standard Time)","34861.55","34874.40","34844.10","34851.10","-0.03","-0.04","0"
"Wed Jul 13 2022 15:25:00 GMT+0530 (India Standard Time)","34850.60","34865.65","34816.15","34818.90","-0.09","-0.10","0"
"Thu Jul 14 2022 09:15:00 GMT+0530 (India Standard Time)","34817.95","34934.00","34756.15","34856.65","0.11","0.10","0"
"Thu Jul 14 2022 09:20:00 GMT+0530 (India Standard Time)","34862.55","34901.80","34839.80","34851.40","-0.02","-0.02","0"
"Thu Jul 14 2022 09:25:00 GMT+0530 (India Standard Time)","34855.55","34855.55","34815.00","34831.20","-0.06","-0.07","0"
"Thu Jul 14 2022 09:30:00 GMT+0530 (India Standard Time)","34834.25","34973.80","34825.55","34937.85","0.31","0.30","0"
"Thu Jul 14 2022 09:35:00 GMT+0530 (India Standard Time)","34938.50","34955.95","34898.30","34913.75","-0.07","-0.08","0"
"Thu Jul 14 2022 09:40:00 GMT+0530 (India Standard Time)","34913.10","34937.70","34902.55","34904.70","-0.03","-0.03","0"
"Thu Jul 14 2022 09:45:00 GMT+0530 (India Standard Time)","34907.20","34959.45","34907.20","34957.15","0.15","0.14","0"
"Thu Jul 14 2022 09:50:00 GMT+0530 (India Standard Time)","34960.65","34984.40","34948.85","34978.55","0.06","0.05","0"
"Thu Jul 14 2022 09:55:00 GMT+0530 (India Standard Time)","34977.55","35027.20","34977.55","35005.25","0.08","0.07","0"
"Thu Jul 14 2022 10:00:00 GMT+0530 (India Standard Time)","35005.60","35018.80","34981.50","35010.90","0.02","0.01","0"
"Thu Jul 14 2022 10:05:00 GMT+0530 (India Standard Time)","35012.30","35017.40","34976.55","34988.05","-0.07","-0.07","0"
"Thu Jul 14 2022 10:10:00 GMT+0530 (India Standard Time)","34986.35","34989.00","34935.95","34953.85","-0.10","-0.11","0"
"Thu Jul 14 2022 10:15:00 GMT+0530 (India Standard Time)","34956.85","34959.95","34924.65","34957.85","0.01","0","0"
"Thu Jul 14 2022 10:20:00 GMT+0530 (India Standard Time)","34957.85","34962.80","34882.85","34888.10","-0.20","-0.21","0"
"Thu Jul 14 2022 10:25:00 GMT+0530 (India Standard Time)","34888.15","34897.25","34831.10","34839.15","-0.14","-0.15","0"
"Thu Jul 14 2022 10:30:00 GMT+0530 (India Standard Time)","34839.50","34878.70","34829.20","34872.90","0.10","0.09","0"
"Thu Jul 14 2022 10:35:00 GMT+0530 (India Standard Time)","34874.50","34901.70","34856.95","34863.85","-0.03","-0.03","0"
"Thu Jul 14 2022 10:40:00 GMT+0530 (India Standard Time)","34866.30","34884.15","34849.45","34880.05","0.05","0.04","0"
"Thu Jul 14 2022 10:45:00 GMT+0530 (India Standard Time)","34880.85","34889.80","34867.35","34886.75","0.02","0.01","0"
"Thu Jul 14 2022 10:50:00 GMT+0530 (India Standard Time)","34885.95","34932.45","34871.50","34928.00","0.12","0.11","0"
"Thu Jul 14 2022 10:55:00 GMT+0530 (India Standard Time)","34924.80","34946.15","34910.15","34938.45","0.03","0.02","0"
"Thu Jul 14 2022 11:00:00 GMT+0530 (India Standard Time)","34937.50","34955.20","34909.90","34928.55","-0.03","-0.04","0"
"Thu Jul 14 2022 11:05:00 GMT+0530 (India Standard Time)","34926.40","34926.75","34872.50","34878.85","-0.14","-0.15","0"
"Thu Jul 14 2022 11:10:00 GMT+0530 (India Standard Time)","34880.80","34882.70","34854.85","34860.95","-0.05","-0.06","0"
"Thu Jul 14 2022 11:15:00 GMT+0530 (India Standard Time)","34857.80","34857.80","34780.50","34796.25","-0.19","-0.19","0"
"Thu Jul 14 2022 11:20:00 GMT+0530 (India Standard Time)","34796.05","34823.40","34781.90","34791.35","-0.01","-0.02","0"
"Thu Jul 14 2022 11:25:00 GMT+0530 (India Standard Time)","34794.95","34829.35","34786.85","34815.35","0.07","0.06","0"
"Thu Jul 14 2022 11:30:00 GMT+0530 (India Standard Time)","34815.45","34820.20","34747.90","34771.05","-0.13","-0.14","0"
"Thu Jul 14 2022 11:35:00 GMT+0530 (India Standard Time)","34771.00","34808.30","34755.70","34801.10","0.09","0.08","0"
"Thu Jul 14 2022 11:40:00 GMT+0530 (India Standard Time)","34798.15","34835.10","34788.65","34788.65","-0.04","-0.04","0"
"Thu Jul 14 2022 11:45:00 GMT+0530 (India Standard Time)","34791.05","34791.05","34746.50","34761.05","-0.08","-0.09","0"
"Thu Jul 14 2022 11:50:00 GMT+0530 (India Standard Time)","34762.05","34779.30","34738.15","34748.85","-0.04","-0.04","0"
"Thu Jul 14 2022 11:55:00 GMT+0530 (India Standard Time)","34747.25","34766.10","34737.00","34762.90","0.04","0.03","0"
"Thu Jul 14 2022 12:00:00 GMT+0530 (India Standard Time)","34762.65","34762.65","34714.80","34723.40","-0.11","-0.12","0"
"Thu Jul 14 2022 12:05:00 GMT+0530 (India Standard Time)","34721.95","34735.30","34681.90","34688.00","-0.10","-0.11","0"
"Thu Jul 14 2022 12:10:00 GMT+0530 (India Standard Time)","34688.80","34730.75","34681.00","34722.35","0.10","0.09","0"
