Timestamp,Open,High,Low,Predicted_Close
2024-09-19 11:55:00-04:00,19861.486328125,19866.2890625,19848.40625,19861.623967186544
2024-09-19 12:00:00-04:00,19856.564453125,19887.119140625,19853.509765625,19886.19689089502
2024-09-19 12:05:00-04:00,19888.17578125,19890.951171875,19884.76171875,19887.054291719334
2024-09-19 12:10:00-04:00,19891.376953125,19897.849609375,19876.01953125,19880.25157373887
2024-09-19 12:20:00-04:00,19894.705078125,19908.06640625,19892.5078125,19896.08198673371
2024-09-19 12:25:00-04:00,19898.173828125,19917.060546875,19898.173828125,19907.44584939349
2024-09-19 12:30:00-04:00,19912.6171875,19922.490234375,19907.55078125,19907.939936471168
2024-09-19 12:35:00-04:00,19914.763671875,19918.830078125,19913.208984375,19913.064916340165
2024-09-19 12:40:00-04:00,19918.525390625,19922.095703125,19910.888671875,19909.75419311225
