Close
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.78E+04
4.78E+04
4.78E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.78E+04
4.78E+04
4.78E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.77E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.77E+04
4.77E+04
4.78E+04
4.78E+04
4.77E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.78E+04
4.79E+04
4.78E+04
4.78E+04
4.78E+04
4.79E+04
4.78E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.80E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.80E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.80E+04
4.79E+04
4.79E+04
4.79E+04
4.80E+04
4.80E+04
4.80E+04
4.79E+04
4.79E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.81E+04
4.81E+04
4.81E+04
4.82E+04
4.82E+04
4.82E+04
4.81E+04
4.81E+04
4.81E+04
4.81E+04
4.81E+04
4.81E+04
4.81E+04
4.81E+04
4.81E+04
4.82E+04
4.81E+04
4.82E+04
4.82E+04
4.82E+04
4.82E+04
4.82E+04
4.81E+04
4.81E+04
4.81E+04
4.81E+04
4.81E+04
4.81E+04
4.81E+04
4.82E+04
4.81E+04
4.81E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.78E+04
4.78E+04
4.78E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.80E+04
4.80E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.79E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.81E+04
4.81E+04
4.80E+04
4.81E+04
4.80E+04
4.80E+04
4.81E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.79E+04
4.79E+04
4.80E+04
4.79E+04
4.79E+04
4.80E+04
4.80E+04
4.79E+04
4.79E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
4.80E+04
